"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72"
"-0.001459633","-0.001251193","-0.000933628","-0.000532928","-0.000148911","0.000146961","0.000283487","0.000368558","0.000656111","0.001121952","0.001672342","0.002238186","0.002604668","0.002565697","0.002216472","0.001724309","0.001179284","0.000645306","0.000145981","-0.000342071","-0.000831703","-0.001274991","-0.001601772","-0.001767997","-0.001724374","-0.001439214","-0.000899676","-0.000133464","0.000764425","0.001651512","0.002390601","0.002766077","0.002582051","0.002012155","0.001402079","0.000842771","0.000303335","-0.000236353","-0.000801718","-0.001380589","-0.001904455","-0.002311163","-0.002571451","-0.002676555","-0.002619595","-0.002409516","-0.002072396","-0.001644454","-0.001185606","-0.000729905","-0.00026289","0.0002987","0.000966946","0.001615445","0.002243367","0.00292895","0.003676781","0.004427323","0.005052236","0.005435518","0.005328638","0.004593066","0.003394634","0.001948515","0.000477077","-0.000858209","-0.001972266","-0.002839173","-0.003549366","-0.004167167","-0.004572367","-0.004635391"
"-0.00150235","-0.001297684","-0.000981473","-0.000580748","-0.000190927","0.000116294","0.000263105","0.00035435","0.000652908","0.001140404","0.001729739","0.002346707","0.002750602","0.002721262","0.002363414","0.001852981","0.001285567","0.000730884","0.000211159","-0.000298842","-0.0008138","-0.001281982","-0.001632538","-0.001814386","-0.001777227","-0.001484573","-0.000924456","-0.000119796","0.000834416","0.00178296","0.002576235","0.002977643","0.002782245","0.002166109","0.001507811","0.000901909","0.000312038","-0.00026938","-0.000882093","-0.001509505","-0.002084451","-0.002532675","-0.002826579","-0.002945707","-0.002892715","-0.002670955","-0.002310246","-0.001843451","-0.001334721","-0.000834576","-0.00031845","0.000302399","0.001038976","0.001747673","0.002431071","0.003168121","0.003958434","0.004745159","0.005392371","0.005782822","0.00564023","0.004851389","0.003573203","0.00203091","0.000464119","-0.000947333","-0.002130907","-0.003065362","-0.003836756","-0.00448243","-0.004882295","-0.004925809"
"-0.001437552","-0.001243715","-0.000943807","-0.000560015","-0.000184151","0.000112296","0.000258163","0.000353636","0.000651801","0.001135866","0.001712529","0.002308457","0.002693931","0.002658556","0.002302496","0.001798289","0.001237508","0.000687112","0.000170349","-0.00033459","-0.000841078","-0.00129903","-0.001635946","-0.001802734","-0.001754337","-0.001454339","-0.000892432","-0.0000941401","0.000842","0.001766508","0.00253454","0.002919913","0.002726265","0.002127712","0.001481571","0.000889874","0.000316099","-0.00025426","-0.000850301","-0.001463736","-0.002026662","-0.002467781","-0.002757185","-0.002879555","-0.002826024","-0.002608814","-0.002253764","-0.001797944","-0.001305574","-0.000814227","-0.000306446","0.000305524","0.001019621","0.001714172","0.002382273","0.003101859","0.003862665","0.004607023","0.005216283","0.005574315","0.00543248","0.004659582","0.003419389","0.001928761","0.000420468","-0.000948909","-0.002082441","-0.002994661","-0.00371483","-0.004337046","-0.004741154","-0.004783303"
"-0.001191897","-0.001040891","-0.000802673","-0.000494157","-0.00019433","0.0000481012","0.000182697","0.00029013","0.000572962","0.001022311","0.001566719","0.002131875","0.002494451","0.002462089","0.002134867","0.001663428","0.001135867","0.000619867","0.00013708","-0.000334517","-0.000805545","-0.001229266","-0.001544626","-0.001701127","-0.001655794","-0.001376596","-0.000853738","-0.000110864","0.000763415","0.001629708","0.002347395","0.002706286","0.002524428","0.00196802","0.001373694","0.000821666","0.000289274","-0.000234879","-0.000782079","-0.001344911","-0.001858116","-0.002258921","-0.002521492","-0.00262549","-0.002570203","-0.0023668","-0.002044027","-0.001630577","-0.001178622","-0.000746312","-0.000298152","0.000246605","0.000884828","0.001500919","0.002089217","0.002719704","0.003381827","0.004012648","0.004508321","0.004784537","0.004670379","0.004009882","0.002962509","0.001684253","0.000379448","-0.000791065","-0.001768403","-0.002537148","-0.003147987","-0.003672061","-0.003996351","-0.00402084"
"-0.001481601","-0.001277902","-0.000963452","-0.000562923","-0.000175233","0.000127589","0.000274247","0.000371497","0.000674859","0.001162324","0.001737311","0.002328052","0.002708105","0.002669025","0.002308956","0.0017981","0.00123082","0.000672629","0.000148559","-0.000362217","-0.000873196","-0.001331271","-0.001668231","-0.001835061","-0.001784653","-0.001479642","-0.000913292","-0.000112828","0.000822231","0.001744226","0.002507916","0.002892144","0.002697055","0.002104749","0.001466776","0.000879393","0.000308901","-0.000258212","-0.00084965","-0.001453976","-0.002008189","-0.002434717","-0.002712158","-0.002822573","-0.002763273","-0.002543471","-0.002194247","-0.001746141","-0.001262062","-0.000785964","-0.000290049","0.000307652","0.001012035","0.001696796","0.002358048","0.003065775","0.003825566","0.004582767","0.005212319","0.00558566","0.00546332","0.004700106","0.003463497","0.00198208","0.000461031","-0.000908672","-0.002049935","-0.002949028","-0.003676069","-0.004303157","-0.004695133","-0.004734549"
"-0.001493607","-0.001291446","-0.000978003","-0.000577353","-0.000186262","0.000119555","0.000270622","0.000373669","0.000691403","0.001197133","0.001796772","0.002408204","0.002801555","0.002760922","0.002390363","0.001863855","0.001274693","0.000695349","0.000151078","-0.000379498","-0.000908169","-0.001381542","-0.001726064","-0.001891875","-0.001829906","-0.001505143","-0.000908042","-0.000067897","0.000912277","0.001873177","0.002665892","0.003059103","0.002855745","0.00223514","0.001565996","0.000938451","0.000327965","-0.0002755","-0.000903963","-0.001547793","-0.002137636","-0.002597821","-0.002898697","-0.003016684","-0.002957348","-0.002726647","-0.002353097","-0.001878651","-0.001360885","-0.000849713","-0.000319873","0.000315852","0.001065449","0.001796584","0.002493634","0.003227534","0.004016082","0.004782406","0.005402929","0.005760867","0.005605114","0.004806557","0.003534698","0.00201002","0.000451149","-0.00096222","-0.002144226","-0.003072886","-0.003816671","-0.004449308","-0.004839994","-0.004873822"
"-0.001495411","-0.001283348","-0.00095901","-0.000547984","-0.000144696","0.000168169","0.000311088","0.000392923","0.000681323","0.001157194","0.001721198","0.002302245","0.00267881","0.00263963","0.002283455","0.001781955","0.001222638","0.000677887","0.000168038","-0.000331026","-0.000831864","-0.001281279","-0.001611854","-0.001776764","-0.001729343","-0.001432867","-0.000877855","-0.0000891859","0.000838888","0.001757966","0.002523956","0.002914061","0.002724166","0.002129426","0.001488334","0.00089624","0.000319864","-0.000246852","-0.000837381","-0.001447081","-0.002009663","-0.002451947","-0.002745014","-0.002869086","-0.002821586","-0.00260995","-0.002260415","-0.001802225","-0.001301368","-0.000807457","-0.000290552","0.000327431","0.001053782","0.001751055","0.002422987","0.003146222","0.003932171","0.004718211","0.005365653","0.005753481","0.0056162","0.004815495","0.003537188","0.001994733","0.000419031","-0.000997286","-0.002159513","-0.003066954","-0.003806344","-0.00444671","-0.004838356","-0.004880216"
"-0.001484682","-0.001278117","-0.000959691","-0.000557054","-0.000168472","0.000133999","0.000277626","0.000371011","0.000670388","0.001149503","0.001718321","0.002302673","0.002680743","0.002644153","0.002287259","0.001783528","0.001222371","0.000672235","0.000157174","-0.000344567","-0.000849117","-0.001303737","-0.001640439","-0.001809933","-0.001765408","-0.00147257","-0.000918852","-0.00013402","0.000789902","0.001702477","0.002463275","0.002846775","0.00265738","0.002070368","0.001442132","0.000867145","0.00030495","-0.000250897","-0.000834249","-0.001433386","-0.001974357","-0.00239315","-0.00266502","-0.002775523","-0.002712642","-0.002495627","-0.002149542","-0.001706073","-0.00122548","-0.00076163","-0.000280745","0.000299057","0.000985241","0.001658543","0.002310169","0.003010182","0.003768541","0.004531508","0.005159933","0.005541155","0.005443519","0.004686302","0.003461055","0.001985821","0.000479312","-0.000890843","-0.00203746","-0.002939722","-0.003667876","-0.004293377","-0.004677249","-0.004717345"
"-0.001516801","-0.001304986","-0.000982597","-0.00057366","-0.000172324","0.000140804","0.000291045","0.000384798","0.00068844","0.001179785","0.00176271","0.002353141","0.002734359","0.002696137","0.002335756","0.001824665","0.001254995","0.000694722","0.000170382","-0.000343348","-0.000857711","-0.001318189","-0.001656242","-0.001821941","-0.001765703","-0.001454133","-0.000878031","-0.0000692374","0.000874419","0.001801745","0.002564915","0.002942278","0.002745219","0.002142182","0.001489022","0.000885626","0.000296643","-0.000284374","-0.000884673","-0.001499943","-0.002060853","-0.002495672","-0.002778912","-0.002889256","-0.002829838","-0.002605502","-0.002245834","-0.001789769","-0.001291366","-0.000800305","-0.000289176","0.000332349","0.001058199","0.001757149","0.002437155","0.003164811","0.003944075","0.004723116","0.005365499","0.005755926","0.005615974","0.00482106","0.003546033","0.002015804","0.000449734","-0.000964465","-0.002145778","-0.00307515","-0.003818609","-0.004450983","-0.004828937","-0.004856996"
"-0.001475558","-0.00126741","-0.000951438","-0.000550049","-0.00015979","0.000142058","0.000284436","0.000372263","0.000667871","0.001146169","0.001714674","0.002302215","0.00268149","0.002641598","0.002281972","0.001775992","0.00121488","0.000666083","0.000152222","-0.000348795","-0.00084963","-0.001299098","-0.001630565","-0.001794468","-0.001745706","-0.001446437","-0.000887028","-0.0000917273","0.000840975","0.001763126","0.002531861","0.002922148","0.002731131","0.002131699","0.001485795","0.000890113","0.000312304","-0.000259936","-0.00085902","-0.001475039","-0.002034752","-0.002467438","-0.002752327","-0.002869423","-0.002816149","-0.00259748","-0.002245887","-0.001788603","-0.001291625","-0.000801715","-0.000293029","0.000315935","0.00103999","0.00173228","0.002398643","0.003116474","0.003896153","0.004665099","0.005298078","0.005687701","0.005554731","0.004775512","0.003522121","0.002012949","0.000463027","-0.000936457","-0.002090497","-0.003012139","-0.003751979","-0.004391159","-0.004803573","-0.004863888"
"-0.001486896","-0.001278927","-0.000960865","-0.00055826","-0.000167982","0.00013359","0.000277999","0.000369508","0.000661675","0.001132031","0.001689624","0.002265168","0.00263692","0.00260306","0.002254656","0.001763711","0.001216531","0.000679362","0.000177758","-0.0003141","-0.000810098","-0.0012598","-0.001590401","-0.00176087","-0.001719252","-0.00143507","-0.000895628","-0.000129458","0.00076916","0.001659764","0.002399786","0.002772564","0.00258641","0.002009837","0.001394931","0.000832015","0.000287976","-0.000251694","-0.000816656","-0.001401536","-0.001927628","-0.002335299","-0.002599008","-0.00270273","-0.002645922","-0.00243622","-0.002095616","-0.001665018","-0.001196658","-0.000739386","-0.000266197","0.000307257","0.000988952","0.001647776","0.002283401","0.002973704","0.003727105","0.004479743","0.005106692","0.005485991","0.005379162","0.004625372","0.003399486","0.001928855","0.000428615","-0.000920322","-0.00201815","-0.002907853","-0.003629014","-0.004242177","-0.004624937","-0.004666543"
"-0.001466364","-0.001259012","-0.000940786","-0.000537732","-0.000144648","0.000156534","0.000294429","0.000380748","0.000675392","0.001147008","0.001696636","0.002254323","0.002606024","0.002561474","0.002210403","0.001718526","0.0011671","0.000624651","0.000116453","-0.000380231","-0.000872987","-0.001312166","-0.001627943","-0.001779308","-0.001715171","-0.001407664","-0.000842238","-0.000053049","0.000857767","0.001750111","0.00248173","0.00284693","0.002658455","0.002086953","0.001460498","0.000877896","0.0003049","-0.000258392","-0.000842904","-0.001445915","-0.001990045","-0.002413352","-0.002689036","-0.002799588","-0.002738215","-0.00252302","-0.002172849","-0.001728365","-0.001243076","-0.000761744","-0.000264326","0.000333853","0.001038345","0.001724608","0.002385996","0.003091778","0.003856586","0.004615293","0.005253484","0.005645327","0.005519568","0.004742038","0.003491112","0.001985374","0.000439214","-0.000953543","-0.002107194","-0.003037491","-0.003775433","-0.004415553","-0.004814707","-0.004859139"
"-0.00147179","-0.001267126","-0.000952573","-0.000551101","-0.000158394","0.000147369","0.000290019","0.000379503","0.000675161","0.001157306","0.00172085","0.002292419","0.002656296","0.002618543","0.002267371","0.00177088","0.001216111","0.000668362","0.00015547","-0.000348662","-0.000848035","-0.001296333","-0.001622303","-0.001781648","-0.001723032","-0.001413322","-0.00084652","-0.0000536661","0.000870445","0.001778095","0.002522301","0.002890453","0.002700007","0.002116296","0.001479238","0.000883786","0.000305283","-0.000264739","-0.000853017","-0.001461483","-0.002015881","-0.002452675","-0.00274038","-0.002856598","-0.002798642","-0.00258388","-0.002234955","-0.001785894","-0.001289982","-0.000801202","-0.000287467","0.000332248","0.001060835","0.001762143","0.002435637","0.003153675","0.003927244","0.004700617","0.005330418","0.00571622","0.005570602","0.004772278","0.003485388","0.001966659","0.000403406","-0.001011946","-0.002182062","-0.003093684","-0.00381662","-0.004435964","-0.004813829","-0.004837281"
"-0.00142896","-0.001230753","-0.000924864","-0.000537205","-0.000162157","0.000128165","0.000263628","0.000351391","0.000636666","0.001094463","0.001635586","0.002190838","0.002546174","0.002513313","0.002178484","0.001705576","0.001173981","0.000651362","0.000160006","-0.000322478","-0.000803726","-0.001238925","-0.00155779","-0.00171958","-0.001673889","-0.001390325","-0.000858003","-0.000108575","0.000769558","0.001630982","0.002345035","0.002699748","0.002519969","0.001967296","0.001369585","0.00081872","0.000282716","-0.000244342","-0.000799101","-0.001371126","-0.00188578","-0.002282458","-0.002539364","-0.002636607","-0.002576767","-0.002368822","-0.002035788","-0.001617626","-0.001163602","-0.000721413","-0.000258803","0.000302115","0.000962972","0.001608696","0.002232281","0.002901186","0.003628445","0.004352511","0.004950563","0.005321159","0.005201803","0.004463506","0.003290226","0.001879529","0.000433635","-0.000877326","-0.001961819","-0.002836269","-0.003535486","-0.004122485","-0.004483785","-0.004515365"
"-0.00150358","-0.00129341","-0.000971291","-0.000562939","-0.000166361","0.000139052","0.00028347","0.00037412","0.000670627","0.001151683","0.001719468","0.002301431","0.002674106","0.002639074","0.002287222","0.001789134","0.001232322","0.000686241","0.000176092","-0.00032636","-0.000829647","-0.001283346","-0.001617424","-0.001788135","-0.00174311","-0.001448963","-0.000890773","-0.000105476","0.000814813","0.001721449","0.00247237","0.002847302","0.002656927","0.002074718","0.001445742","0.000862965","0.000302603","-0.000251429","-0.000832898","-0.001434863","-0.001979985","-0.002404271","-0.002685341","-0.002798422","-0.002742048","-0.002526076","-0.002178001","-0.001739448","-0.001256652","-0.000783983","-0.000290426","0.000309936","0.001016202","0.001706384","0.002370203","0.003083603","0.003865073","0.004637129","0.005278316","0.005660932","0.005548741","0.004764957","0.003503806","0.001992741","0.000446293","-0.000940904","-0.00209262","-0.003017493","-0.003748919","-0.004382832","-0.004764041","-0.004790137"
"-0.00150186","-0.001285498","-0.000958778","-0.000544892","-0.000142992","0.000165626","0.000307781","0.000392905","0.00068644","0.00115995","0.001712504","0.002271149","0.002626524","0.002583846","0.002230933","0.001736307","0.001182035","0.000637156","0.000128541","-0.000368407","-0.000863838","-0.001304463","-0.001625324","-0.001779257","-0.001719962","-0.001415302","-0.000854883","-0.0000710864","0.000838541","0.00172984","0.002462446","0.002826426","0.002639073","0.00206538","0.001440714","0.000861937","0.000294724","-0.000261621","-0.000844159","-0.001441393","-0.001978123","-0.002392407","-0.002663439","-0.002768798","-0.00270677","-0.002489995","-0.002142448","-0.00170333","-0.001220979","-0.000745896","-0.000251107","0.000342333","0.001044247","0.001726383","0.002379644","0.00308564","0.003859219","0.004626246","0.005265142","0.005656094","0.005542764","0.004757011","0.003496788","0.001989638","0.0004356","-0.000959294","-0.002115289","-0.003041601","-0.003789041","-0.004414288","-0.004799674","-0.004837811"
"-0.00150052","-0.001288926","-0.000967093","-0.000559848","-0.000167257","0.000138891","0.000280789","0.000370015","0.000662401","0.001135936","0.001697832","0.002276393","0.002648954","0.002616484","0.002267366","0.001775213","0.001224356","0.0006835","0.000176869","-0.000321489","-0.000820238","-0.001270193","-0.001603446","-0.001772301","-0.001728325","-0.001435695","-0.00088557","-0.000104936","0.000809911","0.001716055","0.002467998","0.002849008","0.00266215","0.00208157","0.001451463","0.000872048","0.000304189","-0.000253995","-0.000843107","-0.001447408","-0.001991921","-0.002417573","-0.002696586","-0.00280775","-0.002749187","-0.002529155","-0.002177121","-0.001731735","-0.001248102","-0.000770245","-0.000275254","0.000321239","0.001024841","0.001708396","0.00236552","0.003069079","0.003830802","0.004586198","0.005217877","0.005601953","0.005476752","0.004702986","0.00345654","0.001973133","0.000451867","-0.000925642","-0.00206859","-0.002980491","-0.003713976","-0.004336408","-0.004729114","-0.004777953"
"-0.001445107","-0.001240997","-0.000929353","-0.000535029","-0.000151561","0.000143848","0.000279916","0.000364171","0.000644655","0.001100369","0.00164208","0.002196206","0.002555185","0.002521836","0.002183107","0.001705328","0.001171318","0.000650105","0.000164445","-0.000313125","-0.00079262","-0.001225351","-0.001545943","-0.001709239","-0.001668846","-0.001393137","-0.000869186","-0.000121281","0.000759847","0.001632929","0.002356892","0.002724399","0.002546156","0.001987186","0.001386624","0.000834611","0.000295682","-0.00023223","-0.000790403","-0.00136737","-0.001888266","-0.002292622","-0.002558264","-0.002667029","-0.002614056","-0.002409903","-0.002078053","-0.001655948","-0.001195446","-0.000740994","-0.000271468","0.000303468","0.00097808","0.001629499","0.002261324","0.002942285","0.003685905","0.004439957","0.005060022","0.005437337","0.005326929","0.004584957","0.003380931","0.001930122","0.000458313","-0.000882805","-0.00199239","-0.002890019","-0.003598138","-0.004203222","-0.00460171","-0.00465206"
"-0.00140529","-0.001206321","-0.000900136","-0.000512569","-0.000138101","0.000151287","0.000280581","0.000359051","0.000638138","0.001090428","0.001619728","0.002159028","0.002502786","0.002466196","0.002135286","0.001668084","0.001144129","0.00062964","0.000147007","-0.0003262","-0.000797673","-0.001222661","-0.001532429","-0.001686905","-0.001635453","-0.001350158","-0.000822079","-0.0000791936","0.000789228","0.001641057","0.002343362","0.002693618","0.002516595","0.00197403","0.001382035","0.000832284","0.000292855","-0.000237229","-0.000786713","-0.001355349","-0.001872477","-0.002277673","-0.002543079","-0.002647988","-0.002592583","-0.002387411","-0.002056946","-0.001638249","-0.001181113","-0.000730564","-0.000258323","0.000310945","0.00098144","0.001634769","0.002260014","0.002931829","0.003658081","0.004390123","0.004996323","0.005366172","0.005239531","0.004486996","0.003289741","0.001863585","0.000407596","-0.000918551","-0.002012704","-0.00288851","-0.003584781","-0.004174685","-0.004541831","-0.00457951"
